business_status,geometry,name,photos,price_level,rating,types,user_ratings_total,tipo
OPERATIONAL,"{'location': {'lat': 40.3920381, 'lng': -3.7245651}, 'viewport': {'northeast': {'lat': 40.39337812989272, 'lng': -3.723233220107277}, 'southwest': {'lat': 40.39067847010728, 'lng': -3.725932879892721}}}",Hola India,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117373032943721000621"">Paz Hernandez</a>'], 'photo_reference': 'AcJnMuHPyWuItNGNwxf0i2Hh3iXyXbmq6kP2XkZHSw3iThwmnmCYH0sQjobc2VIy8wro0ZuCDNY5p8diIjr9lGCa8tJTSVsKCZL3IBb1T834upMQjlrMIday61FXDw7iGOoFtZ1K3RCeUQz9vcHubBqupZ-PTDqRki4BjTnFJmddq6XqbHm1', 'width': 3024}]",,2.9,"['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",184,meal_delivery
OPERATIONAL,"{'location': {'lat': 40.4097287, 'lng': -3.7023461}, 'viewport': {'northeast': {'lat': 40.41105617989272, 'lng': -3.700926620107277}, 'southwest': {'lat': 40.40835652010728, 'lng': -3.703626279892721}}}",Restaurante Nueva Delhi,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103360574924601217090"">Laura CM</a>'], 'photo_reference': 'AcJnMuEXM4bkpI_a-FdQtztbD1aWSiyVBcfYTLvYsOZZa9Bj8MY36DLuUsACkc7204vXFPHCP0wjZZzDscPp_uhZmqdlR_k4mXtfeeF1M6bGDDUF2u1C08_W5V9gdp7h29_nlp_OgWenWAxShColZ26GBUNjwTwl2TdoKAb05_FVEQciY6Ug', 'width': 3840}]",,2.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",19,restaurant
OPERATIONAL,"{'location': {'lat': 40.4351603, 'lng': -3.6839319}, 'viewport': {'northeast': {'lat': 40.43645607989273, 'lng': -3.682587020107278}, 'southwest': {'lat': 40.43375642010728, 'lng': -3.685286679892722}}}",Doli Restaurante Indio,"[{'height': 3016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110321537661705225809"">david almagro</a>'], 'photo_reference': 'AcJnMuFzlNFcP7WKxFtA4oQGugqcTSRgImgMxC-oUhHihtbWZjKdeVOyiAHWAhRRhcp7Q2P1miOv-awQjzNjaG258bkePE7KsIje91-272ho8bEGN8poBD18IWUgvmoNRAxpG1HxfOJUkm4CH9WnMQDvsHaUty7E5ihHyikLb-FRtlA3EZPt', 'width': 4032}]",2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",1392,restaurant
OPERATIONAL,"{'location': {'lat': 40.4288062, 'lng': -3.6471372}, 'viewport': {'northeast': {'lat': 40.43016997989272, 'lng': -3.645990320107278}, 'southwest': {'lat': 40.42747032010728, 'lng': -3.648689979892722}}}",Mother India,"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106323915953113556355"">A Google User</a>'], 'photo_reference': 'AcJnMuFrKHfEXqT-QyU7iH9PABzDejv9n1GKuxKJhjHU0_o7c5USUsk2AZ9NrGAvwSxWlBXFd92moINDqo9fn5JMXaZODm7QHYgCi71FPm2rTLJvkgv55CmWadIZ5a6l1_yhQe72J-lkozCg2OfNgUI5gAdXHxYUcMwfAfFSD_haciDDVC4d', 'width': 768}]",1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",854,restaurant
OPERATIONAL,"{'location': {'lat': 40.4243251, 'lng': -3.670039}, 'viewport': {'northeast': {'lat': 40.42576897989272, 'lng': -3.668714020107278}, 'southwest': {'lat': 40.42306932010728, 'lng': -3.671413679892722}}}",Purnima Indian Cuisine,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118215967880411890722"">Pilar Diaz</a>'], 'photo_reference': 'AcJnMuFW5PVTX8v_99xAOyxhDxP6rgG9n15WuntvbAN2ZDJf8YO7KYHBhgxfEUsKSK16KbUGevDq-0DBQqo0mv9bpo4R5mQhevqbP8n6Wrhjg_UuBVHxLh4UrWRP7ABjUE4CtWfYjoADkPMzmWIni-nGIfbSUKM1vDhIFxkCyAQeQ2FEhog_', 'width': 4032}]",2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2443,restaurant
OPERATIONAL,"{'location': {'lat': 40.41758979999999, 'lng': -3.7107891}, 'viewport': {'northeast': {'lat': 40.41896847989272, 'lng': -3.709416270107277}, 'southwest': {'lat': 40.41626882010728, 'lng': -3.712115929892721}}}",Agra Palace,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115665302862604051292"">Mahmudul Hasan</a>'], 'photo_reference': 'AcJnMuGuBrPmrVU_wXWVdndv5L-jAdJ5y2M0DFBUtVsM7i0feUYyXPXnfiN85OfZF241HaePeLZhtyv7czoWJJ9nGHIxw5zK8p7atogT8xGX4Zv1k0ABC4_duyUFxmf_mDWWSybzDjhC7w5PURuidX0XbihkybFtoC7ofR-nzHjcQ9GOkTvo', 'width': 3024}]",,4.2,"['liquor_store', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",592,liquor_store
OPERATIONAL,"{'location': {'lat': 40.3927644, 'lng': -3.707263599999999}, 'viewport': {'northeast': {'lat': 40.39406842989273, 'lng': -3.705898370107279}, 'southwest': {'lat': 40.39136877010728, 'lng': -3.708598029892722}}}",Namaste India,"[{'height': 1702, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117370469462955686814"">Nirob Ahmed</a>'], 'photo_reference': 'AcJnMuGpz7XBzxJERXy3bw-WyIQpRHP8p6svnNUbXNNzpxsdcmpAJbFgeeCRW464qG2aU2jO-Cnx3IkkUC2PL2Yd-ofi9hZY_Ri65EbtbjPT18rB8V5VY0WLK2-v6IJREkkCx879okTis_GOH29JK_6GM3yfJmfRWIlKkWJax2zZs3BVPTyB', 'width': 2560}]",2.0,3.8,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",185,meal_delivery
OPERATIONAL,"{'location': {'lat': 40.4363803, 'lng': -3.672132599999999}, 'viewport': {'northeast': {'lat': 40.43770062989272, 'lng': -3.670786020107278}, 'southwest': {'lat': 40.43500097010728, 'lng': -3.673485679892722}}}",Adrak Indian Cuisine 'Sabor Original',"[{'height': 2359, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115922681178927711499"">A Google User</a>'], 'photo_reference': 'AcJnMuEu46rqd8vauUo32lDWraEKl8x5VXL8tvl-kDCkIF2loqUxIfzEETZ_sElEozjAGVNtolcPOdidUfprq7wo1WW0flwV1zkiR1gv9nGTnkpI80EqI0TFh1EHXkCMwx6Q3jVOUfKIq6X447QiBPGZv_oGmpvPxw_ijRBtPBiApggF_LTF', 'width': 4192}]",2.0,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",1337,restaurant
OPERATIONAL,"{'location': {'lat': 40.43578670000001, 'lng': -3.6723637}, 'viewport': {'northeast': {'lat': 40.43716647989272, 'lng': -3.671056470107278}, 'southwest': {'lat': 40.43446682010727, 'lng': -3.673756129892722}}}",RESTAURANTE SAGAR (authentic indian kitchen),"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105518783890017458510"">A Google User</a>'], 'photo_reference': 'AcJnMuGnfA1InRu5F558LBFhWf9JT7AQEUbK_fG_B8shXJvrC5in9vogzSKk1bIBCW8p_1zDuTQgv2jyqYIZBFwyQIPC451XTurDeeCgP7KetDkw86nsdTpcFp1WGjqRhzheMdsfOXyNd9dUo_2y6rNuwYo0VuV3idmCEWQ7Gd2NOU0bf8pe', 'width': 1280}]",2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",1427,restaurant
OPERATIONAL,"{'location': {'lat': 40.4933848, 'lng': -3.6562956}, 'viewport': {'northeast': {'lat': 40.49481332989272, 'lng': -3.654845220107278}, 'southwest': {'lat': 40.49211367010728, 'lng': -3.657544879892722}}}",Radhuni Indian Restaurant,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102976098718237301669"">alejo moreno</a>'], 'photo_reference': 'AcJnMuHrTPCRbSLQZshb7Jkabim7ioYa34VXNVl-TfjBZVuNIpGGc4yPpUYM-O0mMBLOk9NWUVRBh4_4Pso1mkEj7sn8KIn55J6pNmXdp9itVDv7b1agtLUC-RqV5hChzZtJugwckigHqEvsB3VKLUGIgiLheLL0DdmfLw8fzxk9btPwdoGf', 'width': 4032}]",2.0,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",4089,restaurant
